"ResponseId","LICENSE","AGE","GENDER","GENDER_OTHER_TEXT","ZIPCODE","COUNTY","COUNTY_OTHER_TEXT","INCOME","COSTS","FREQUENCY","DURATION","SKILL","REASONS_N","REASON_FUN","REASON_FOOD","REASON_SELL","REASON_CHARTER","REASON_OTHER","REASON_OTHER_TEXT","LOCATIONS_N","LOCATION_VESSEL","LOCATION_SHORE","LOCATION_PIER","ZONES_N","ZONE_1","ZONE_2","ZONE_3","ZONE_4","ZONE_5","ZONE_6","ZONE_7","ZONE_8","ZONE_9","ZONE_10","ZONE_11","ZONE_12","ZONE_13","ZONE_14","ZONE_15","ZONE_16","ZONE_17","ZONE_18","ZONE_19","ZONE_20","ZONE_21","ZONE_22","ZONE_23","ZONE_24","ZONE_25","ZONE_26","ZONE_27","ZONE_28","ZONE_29","ZONE_30","ZONE_31","ZONE_32","ZONE_33","ZONE_34","ZONE_35","ZONE_36","ZONE_37","ZONE_38","ZONE_39","ZONE_40","ZONE_41","ZONE_42","ZONE_43","ZONE_44","ZONE_45","ZONE_46","ZONE_47","ZONE_48","ZONE_49","ZONE_50","ZONE_51","ZONE_52","ZONE_53","ZONE_54","ZONE_55","ZONE_56","ZONE_57","ZONE_58","ZONE_59","ZONE_60","ZONE_61","ZONE_62","ZONE_63","ZONE_64","ZONE_65","ZONE_66","ZONE_67","ZONE_68","ZONE_69","ZONE_70","ZONE_71","ZONE_72","ZONE_73","ZONE_74","ZONE_75","ZONE_76","PRESSURES_N","PRESSURE_STORMS","PRESSURE_HABLOSS","PRESSURE_WQUALITY","PRESSURE_FISHPOP","PRESSURE_ANGLERS","PRESSURE_DEVELOP","PRESSURE_COSTS","PRESSURE_POLICY","SPECIES_OFTEN_N","SPECIES_SNOOK","SPECIES_SEATROUT","SPECIES_REDDRUM","SPECIES_TARPON","SPECIES_SHEEPSHEAD","SPECIES_SNAPPER","SPECIES_GROUPER","SPECIES_OTHER","SPECIES_OTHER_TEXT","HABITAT_SEAGRASS","HABITAT_HARDBTM","HABITAT_ARTREEF","HABITAT_RIVER","HABITAT_SHORELINE","HABITAT_INFRASTR","AR_RELIEF","AR_SIZE","AR_DEPTH","AR_COMPLEX","AR_MATERIAL_CONCRETE","AR_MATERIAL_PREFAB","AR_MATERIAL_ROCK","AR_MATERIAL_TIRE","CONCRETE_ATTRACTFISH","CONCRETE_WORSEWQ","CONCRETE_SEDSTABILIZE","CONCRETE_DAMAGEHAB","CONCRETE_RESTORETOOL","TIRE_ATTRACTFISH","TIRE_WORSEWQ","TIRE_SEDSTABILIZE","TIRE_DAMAGEHAB","TIRE_RESTORETOOL","FUNDING","AWARE","ACTION_MONITOR","ACTION_STABILIZE","ACTION_COVER","ACTION_REMOVEPART","ACTION_REMOVEALL"
"R_3PtqNaYsYP7kqaS","Saltwater","55 - 64","Male",NA,NA,"Pinellas",NA,"$100,000 or more",100,"A few times","20 years or more","Excellent",1,1,0,0,0,0,NA,1,1,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,2,1,0,0,0,0,0,0,1,3,"Sometimes","Sometimes","Sometimes","Often","Often","Often","Sometimes","Never",NA,"Often","Often","Often","Rarely","Often","Often","Moderate","Medium","Moderate","Moderate","Often","Not sure","Sometimes","Not sure","Strongly agree","Disagree","Agree","Disagree","Strongly agree","Disagree","Agree","Disagree","Agree","Disagree","Supportive","No",1.24,1.95,4.67,1.26,10
"R_3k7CFxtYypO9Bgg","Saltwater","55 - 64","Male",NA,"33774","Pinellas",NA,"$100,000 or more",50,"A few times","20 years or more","Good",2,1,1,0,0,0,NA,2,1,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,1,1,1,2,"Often","Rarely","Often","Never","Sometimes","Sometimes","Never","Never",NA,"Often","Never","Often","Never","Often","Often","Low","Small","Shallow","Simple","Often","Never","Sometimes","Never","Agree","Disagree","Agree","Disagree","Agree","Agree","Disagree","Agree","Disagree","Agree","Supportive","No",8.33,10,8.89,0.8,0.78
"R_3E5ixxlwLlGfuQW","Saltwater","45 - 54","Male",NA,"33844","Polk",NA,"$75,001 - $100,000",300,"About once a month","5 - 9 years","Good",1,1,0,0,0,0,NA,1,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,1,0,0,0,1,0,0,0,2,"Never","Sometimes","Rarely","Never","Sometimes","Often","Often","Never",NA,"Never","Sometimes","Sometimes","Rarely","Sometimes","Sometimes","Moderate","Not sure","Deep","Complex","Rarely","Sometimes","Rarely","Not sure","Strongly agree","Disagree","Agree","Disagree","Agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Supportive","No",8.12,8.19,5.11,8.18,5.9
"R_5PRiruCNWiJUXTx","Saltwater","35 - 44","Male",NA,"33705","Pinellas",NA,"$75,001 - $100,000",100,"About once a week","20 years or more","Excellent",1,1,0,0,0,0,NA,1,1,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,1,1,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,0,1,1,1,1,1,1,1,1,"Sometimes","Sometimes","Sometimes","Often","Rarely","Rarely","Sometimes","Rarely","Permit","Often","Often","Often","Sometimes","Often","Often","High","Small","Moderate","Moderate","Sometimes","Rarely","Rarely","Not sure","Strongly agree","Somewhat disagree","Strongly agree","Somewhat disagree","Strongly agree","Disagree","Strongly agree","Somewhat disagree","Strongly agree","Somewhat agree","Supportive","No",0.34,0.37,0.6,10,10
"R_3hXYL3FK4lIHxho","Saltwater","25 - 34","Male",NA,"33776","Pinellas",NA,"$100,000 or more",60,"About once a month","5 - 9 years","Excellent",1,1,0,0,0,0,NA,1,1,0,0,26,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1,1,8,1,1,1,1,1,1,1,1,3,"Always","Always","Always","Sometimes","Sometimes","Rarely","Rarely","Never",NA,"Often","Rarely","Rarely","Sometimes","Always","Sometimes","Not sure","Medium","Moderate","Moderate","Rarely","Rarely","Rarely","Never","Agree","Somewhat agree","Somewhat agree","Somewhat disagree","Somewhat agree","Strongly disagree","Strongly agree","Strongly disagree","Strongly agree","Strongly disagree","Supportive","Yes",0.79,4.29,7.61,10,10
"R_7zCqbHXxzS6nBfj","Saltwater","45 - 54","Male",NA,"34221","Manatee",NA,"$100,000 or more",120,"About once a week","20 years or more","Excellent",1,1,0,0,0,0,NA,1,1,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,0,1,1,1,1,1,1,0,5,"Sometimes","Often","Sometimes","Rarely","Often","Always","Often","Often","Mackerel","Always","Always","Often","Sometimes","Always","Sometimes","Moderate","Medium","Moderate","Complex","Sometimes","Sometimes","Often","Never","Strongly agree","Disagree","Agree","Disagree","Strongly agree","Somewhat disagree","Somewhat agree","Somewhat disagree","Agree","Disagree","Neutral","No",1.79,7.67,2.59,7.98,6.34
"R_5Bqc1mx41xnrDlD","Saltwater","35 - 44","Female",NA,"33712","Pinellas",NA,"$50,001 - $75,000",50,"About once a week","5 - 9 years","Excellent",1,0,1,0,0,0,NA,1,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,"Often","Always","Sometimes","Rarely","Sometimes","Always","Always","Never",NA,"Always","Sometimes","Sometimes","Never","Always","Sometimes","Not sure","Not sure","Shallow","Not sure","Often","Often","Often","Not sure","Disagree","Somewhat disagree","Strongly agree","Disagree","Strongly agree","Somewhat disagree","Strongly agree","Somewhat agree","Somewhat disagree","Somewhat agree","Supportive","No",4.89,6.99,3.22,5.03,5.05
"R_6Dsm4tzBpfJmZzz","Saltwater","55 - 64","Male",NA,"33703","Pinellas",NA,"$100,000 or more",130,"About once a month","20 years or more","Excellent",1,1,0,0,0,0,NA,1,1,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,1,1,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,6,1,1,1,1,1,1,0,0,3,"Often","Always","Often","Sometimes","Sometimes","Sometimes","Rarely","Rarely",NA,"Always","Rarely","Rarely","Rarely","Often","Sometimes","Low","Small","Shallow","Simple","Rarely","Rarely","Sometimes","Never","Strongly agree","Disagree","Agree","Disagree","Agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Neutral","No",5,5.63,5.05,5.94,5.7
"R_1ISQWEAAa0TaUZz","Saltwater","45 - 54","Male",NA,"33617","Hillsborough",NA,"$100,000 or more",350,"About once a month","20 years or more","Fair",2,1,1,0,0,0,NA,3,1,1,1,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,1,1,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,1,1,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,2,0,0,0,1,0,1,0,0,0,"Sometimes","Sometimes","Sometimes","Rarely","Sometimes","Sometimes","Rarely","Rarely",NA,"Rarely","Sometimes","Rarely","Rarely","Sometimes","Sometimes","Moderate","Not sure","Moderate","Moderate","Sometimes","Sometimes","Sometimes","Never","Somewhat agree","Somewhat disagree","Agree","Somewhat disagree","Agree","Somewhat agree","Somewhat disagree","Somewhat agree","Somewhat disagree","Somewhat agree","Supportive","No",2.93,4.92,2.89,2.21,2.51
"R_3WzqQZhI962u8fv","Saltwater","35 - 44","Female",NA,"33702","Pinellas",NA,"$100,000 or more",100,"About once a month","10 - 19 years","Fair",1,1,0,0,0,0,NA,1,1,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,1,1,1,1,0,3,"Often","Rarely","Sometimes","Sometimes","Sometimes","Often","Often","Never",NA,"Sometimes","Rarely","Often","Rarely","Often","Often","High","Medium","Shallow","Moderate","Often","Sometimes","Sometimes","Rarely","Strongly agree","Somewhat disagree","Somewhat agree","Disagree","Agree","Somewhat agree","Somewhat agree","Somewhat disagree","Somewhat agree","Somewhat agree","Supportive","No",1.06,5.49,5.01,6.34,6.42
"R_5dyZiHnWvqDbYpt","Saltwater","55 - 64","Male",NA,"33762","Pinellas",NA,"$100,000 or more",75,"About once a month","20 years or more","Good",1,1,0,0,0,0,NA,1,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,1,1,0,1,1,0,3,"Often","Often","Often","Sometimes","Rarely","Rarely","Rarely","Rarely","Flounder","Always","Rarely","Rarely","Never","Rarely","Sometimes","Moderate","Medium","Moderate","Not sure","Sometimes","Never","Sometimes","Sometimes","Agree","Disagree","Agree","Somewhat disagree","Agree","Somewhat agree","Agree","Somewhat agree","Somewhat agree","Somewhat agree","Supportive","No",5.42,8.27,8.39,9.24,10
"R_3aJSlKrwVTN0KL7","Saltwater","55 - 64","Male",NA,"34209","Manatee",NA,"$100,000 or more",100,"About once a month","20 years or more","Fair",1,1,0,0,0,0,NA,1,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,4,0,1,0,1,1,1,0,0,1,"Sometimes","Often","Sometimes","Never","Sometimes","Rarely","Rarely","Rarely",NA,"Often","Rarely","Rarely","Often","Often","Often","High","Small","Moderate","Moderate","Rarely","Rarely","Often","Not sure","Strongly agree","Disagree","Somewhat agree","Disagree","Agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat disagree","Somewhat agree","Supportive","No",1.08,0.01,9.15,1.84,2.1
"R_7hASKCbcNSLXxAO","Saltwater","55 - 64","Male",NA,"34211","Manatee",NA,"$100,000 or more",60,"About once a month","Less than a year","Fair",2,1,1,0,0,0,NA,1,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,"Sometimes","Often","Rarely","Sometimes","Sometimes","Often","Sometimes","Sometimes",NA,"Sometimes","Rarely","Often","Rarely","Often","Often","Not sure","Small","Shallow","Not sure","Sometimes","Sometimes","Sometimes","Rarely","Somewhat agree","Disagree","Somewhat agree","Disagree","Agree","Somewhat agree","Somewhat agree","Somewhat disagree","Somewhat agree","Somewhat disagree","Supportive","No",6.81,9.06,1.99,8.11,1.61
"R_5g2iWqqMiVKRRFf","Saltwater","55 - 64","Male",NA,"33570","Hillsborough",NA,"$75,001 - $100,000",100,"Many times a week","5 - 9 years","Excellent",1,1,0,0,0,0,NA,1,1,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,4,"Always","Always","Always","Sometimes","Rarely","Rarely","Rarely","Often","Jacks","Often","Rarely","Rarely","Often","Often","Sometimes","High","Medium","Moderate","Moderate","Not sure","Not sure","Not sure","Not sure","Agree","Disagree","Agree","Disagree","Agree","Disagree","Agree","Disagree","Agree","Disagree","Supportive","No",1.38,1.49,8.68,8.54,8.61
"R_6R908ho1REK05Wc","Saltwater","45 - 54","Male",NA,"33703","Pinellas",NA,"$100,000 or more",50,"About once a week","10 - 19 years","Excellent",1,1,0,0,0,0,NA,1,1,0,0,35,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,1,1,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,"Always","Sometimes","Always","Often","Never","Never","Sometimes","Never",NA,"Always","Often","Often","Sometimes","Always","Always","Moderate","Medium","Deep","Moderate","Often","Rarely","Always","Not sure","Strongly agree","Somewhat agree","Strongly agree","Somewhat agree","Strongly agree","Strongly agree","Strongly agree","Strongly agree","Agree","Strongly disagree","Supportive","No",0.6,0.75,0.52,4.67,10
"R_3ISqJYjWfIdmzHY","Saltwater","55 - 64","Male",NA,"34240","Sarasota",NA,"$100,000 or more",500,"A few times","20 years or more","Good",1,1,0,0,0,0,NA,1,1,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,4,0,1,0,1,1,0,0,1,5,"Often","Often","Often","Rarely","Never","Often","Often","Rarely",NA,"Often","Often","Often","Rarely","Often","Often","High","Small","Deep","Complex","Not sure","Sometimes","Not sure","Never","Strongly agree","Disagree","Somewhat agree","Strongly disagree","Strongly agree","Somewhat disagree","Somewhat agree","Disagree","Somewhat agree","Somewhat disagree","Supportive","No",5,7.16,6.47,10,2.75
"R_5SEqAA3Jl0ZfSaR","Saltwater","45 - 54","Male",NA,"33629","Hillsborough",NA,"$100,000 or more",250,"A few times","5 - 9 years","Poor",1,1,0,0,0,0,NA,1,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,1,"Sometimes","Rarely","Often","Rarely","Sometimes","Sometimes","Rarely","Sometimes",NA,"Rarely","Rarely","Sometimes","Never","Often","Often","Not sure","Not sure","Moderate","Not sure","Not sure","Not sure","Not sure","Not sure","Agree","Somewhat disagree","Somewhat agree","Somewhat disagree","Somewhat agree","Disagree","Agree","Disagree","Agree","Disagree","Supportive","No",0.9,1.38,1.28,1.42,7.09
"R_3hVzGHIrbIWmUNz","Saltwater","35 - 44","Male",NA,"34243","Manatee",NA,"$100,000 or more",800,"A few times","20 years or more","Excellent",1,1,0,0,0,0,NA,3,1,1,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,5,0,1,1,1,1,1,0,0,3,"Often","Sometimes","Often","Often","Never","Rarely","Rarely","Never",NA,"Often","Rarely","Rarely","Often","Often","Sometimes","Not sure","Not sure","Not sure","Not sure","Not sure","Not sure","Not sure","Not sure","Agree","Somewhat disagree","Strongly agree","Somewhat disagree","Somewhat agree","Agree","Agree","Disagree","Agree","Disagree","Supportive","No",0.6,6.27,5.52,1.6,10
"R_6aK1HCWkvKJnFcV","Saltwater","45 - 54","Male",NA,"34639","Pasco",NA,"$100,000 or more",100,"A few times","Less than a year","Good",2,1,1,0,0,0,NA,1,1,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,3,"Sometimes","Often","Often","Never","Sometimes","Often","Sometimes","Rarely","None","Often","Sometimes","Sometimes","Never","Often","Often","Moderate","Not sure","Moderate","Moderate","Often","Sometimes","Sometimes","Never","Somewhat agree","Somewhat disagree","Somewhat agree","Somewhat agree","Agree","Somewhat disagree","Agree","Somewhat agree","Somewhat agree","Somewhat agree","Supportive","No",8.47,4.18,3.41,8.45,7.67
"R_1fe3G1kVVT3DC0a","Saltwater","25 - 34","Male",NA,"34211","Manatee",NA,"$100,000 or more",150,"About once a month","1 - 4 years","Good",1,1,0,0,0,0,NA,3,1,1,1,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,5,1,0,1,1,0,1,1,0,5,"Always","Always","Always","Rarely","Sometimes","Always","Always","Never",NA,"Often","Rarely","Often","Sometimes","Often","Always","Not sure","Small","Moderate","Not sure","Often","Often","Often","Rarely","Agree","Somewhat disagree","Somewhat disagree","Disagree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat disagree","Somewhat agree","Somewhat disagree","Supportive","No",6.31,5.25,3.32,1.34,0
"R_1ezzw7ASpTfgO4z","Saltwater","55 - 64","Female",NA,"33527","Hillsborough",NA,"$100,000 or more",50,"About once a week","20 years or more","Excellent",1,1,0,0,0,0,NA,1,1,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,1,0,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,3,1,0,0,1,1,0,0,0,6,"Always","Always","Always","Rarely","Often","Always","Never","Always","Black drum","Sometimes","Always","Sometimes","Always","Always","Often","Low","Small","Shallow","Moderate","Often","Sometimes","Often","Not sure","Somewhat agree","Disagree","Somewhat agree","Somewhat agree","Somewhat agree","Disagree","Agree","Somewhat agree","Strongly agree","Disagree","Supportive","No",10,10,9.55,10,10
"R_5TuClC3simYyED8","Saltwater","55 - 64","Male",NA,"33570","Sarasota",NA,"$100,000 or more",450,"About once a week","10 - 19 years","Good",1,1,0,0,0,0,NA,1,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,1,0,1,2,"Sometimes","Sometimes","Sometimes","Rarely","Rarely","Often","Often","Never",NA,"Often","Often","Sometimes","Always","Sometimes","Often","High","Medium","Deep","Complex","Often","Sometimes","Often","Never","Strongly agree","Disagree","Strongly agree","Strongly disagree","Strongly agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat agree","Supportive","No",6.18,7.68,6.92,10,7.54
"R_3NY9e0gBjjBjnvr","Saltwater","45 - 54","Male",NA,"34231","Sarasota",NA,"$100,000 or more",300,"A few times","10 - 19 years","Good",2,1,1,0,0,0,NA,2,1,1,0,10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,5,0,1,1,1,1,1,0,0,4,"Always","Always","Always","Never","Never","Often","Never","Sometimes","Flounder","Often","Often","Sometimes","Never","Always","Sometimes","High","Small","Not sure","Moderate","Not sure","Not sure","Not sure","Never","Agree","Disagree","Agree","Somewhat disagree","Somewhat agree","Somewhat agree","Strongly agree","Disagree","Somewhat disagree","Disagree","Neutral","No",0.6,0.72,0.61,8.34,10
"R_6NxovehKvLHWYiQ","Saltwater","45 - 54","Female",NA,"34655","Pasco",NA,"$100,000 or more",175,"A few times","10 - 19 years","Good",1,1,0,0,0,0,NA,2,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,0,0,0,1,0,1,0,"Rarely","Sometimes","Rarely","Never","Sometimes","Sometimes","Sometimes","Sometimes",NA,"Often","Sometimes","Rarely","Sometimes","Sometimes","Sometimes","Low","Not sure","Shallow","Moderate","Sometimes","Rarely","Sometimes","Never","Agree","Somewhat agree","Strongly agree","Disagree","Strongly disagree","Somewhat agree","Agree","Disagree","Agree","Disagree","Supportive","No",6.15,5.9,6.23,8.95,6.26
"R_6fK0empsYANagZ2","Saltwater","55 - 64","Male",NA,"33715","Pinellas",NA,"$100,000 or more",5000,"About once a month","5 - 9 years","Fair",1,1,0,0,0,0,NA,1,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Rarely","Sometimes","Sometimes","Rarely","Sometimes","Sometimes","Sometimes","Sometimes","Porgy","Sometimes","Sometimes","Sometimes","Rarely","Sometimes","Sometimes","Not sure","Large","Deep","Moderate","Not sure","Not sure","Not sure","Not sure","Somewhat agree","Disagree","Somewhat agree","Disagree","Agree","Somewhat disagree","Somewhat agree","Somewhat agree","Somewhat agree","Somewhat disagree","Supportive","No",4.7,9.19,9.41,9.08,8.99
"R_7UBIisVwNa0CL4d","Saltwater","45 - 54","Male",NA,"34668","Pasco",NA,"$75,001 - $100,000",150,"About once a month","20 years or more","Fair",1,1,0,0,0,0,NA,1,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,4,0,0,0,0,1,1,1,1,0,"Sometimes","Sometimes","Sometimes","Sometimes","Sometimes","Sometimes","Sometimes","Sometimes",NA,"Rarely","Sometimes","Sometimes","Sometimes","Sometimes","Often","Low","Small","Shallow","Moderate","Sometimes","Rarely","Sometimes","Never","Agree","Disagree","Somewhat agree","Somewhat disagree","Somewhat agree","Somewhat agree","Somewhat disagree","Somewhat agree","Somewhat disagree","Somewhat agree","Neutral","No",4.43,5.93,5.51,4.56,5.28
